City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,okhotsk,59.3833,143.3,16.02,56,19,1.1,RU,1686522632
280,zheleznodorozhnyy,55.7503,38.0042,10.12,72,90,2.77,RU,1686522633
281,cidreira,-30.1811,-50.2056,9.54,89,63,1.9,BR,1686522633
282,vilyuchinsk,52.9306,158.4028,16.15,50,1,1.86,RU,1686522633
283,valdosta,30.8327,-83.2785,30.95,62,0,2.06,US,1686522468
284,coquimbo,-29.9533,-71.3436,12.85,76,0,5.14,CL,1686522572
285,tete,-16.1564,33.5867,20.05,77,0,0.0,MZ,1686522633
286,katsuura,35.1333,140.3,22.01,95,100,0.95,JP,1686522633
287,kabba,7.8287,6.0731,21.22,97,100,2.51,NG,1686522633
288,gotsucho,35.0,132.2167,21.25,83,100,1.4,JP,1686522633
289,bako,5.7833,36.5667,16.38,96,100,1.44,ET,1686522634
290,kayangel,8.0823,134.7173,28.82,79,65,5.29,PW,1686522634
291,yinchuan,38.4681,106.2731,21.51,23,57,2.06,CN,1686522634
292,vega de alatorre,20.0333,-96.6333,30.16,77,16,8.48,MX,1686522634
293,hawaiian paradise park,19.5933,-154.9731,27.73,72,75,5.66,US,1686522634
294,terenozek,45.05,64.9833,23.98,22,0,7.36,KZ,1686522634
295,machico,32.7,-16.7667,21.67,83,40,6.69,PT,1686522635
296,dudinka,69.4058,86.1778,9.79,57,100,7.17,RU,1686522635
297,cole harbour,44.6724,-63.4751,21.66,63,53,4.63,CA,1686522635
298,kavieng,-2.5744,150.7967,29.17,75,27,7.29,PG,1686522635
299,novyy urgal,51.0736,132.5642,17.85,89,47,0.8,RU,1686522635
300,bodaybo,57.8506,114.1933,13.51,89,100,1.12,RU,1686522635
301,vettaikkaranpudur,10.5667,76.9333,24.11,81,100,4.75,IN,1686522636
302,trapani,37.8333,12.6667,21.05,83,20,1.54,IT,1686522636
303,metlili chaamba,32.2667,3.6333,30.52,27,0,3.6,DZ,1686522636
304,chagoda,59.164,35.3285,6.85,67,36,1.22,RU,1686522636
305,montepuez,-13.1256,38.9997,15.68,85,39,2.09,MZ,1686522636
306,solleftea,63.1667,17.2667,11.92,52,100,1.06,SE,1686522636
307,cumbal,0.9088,-77.7915,14.06,67,75,4.63,CO,1686522636
308,klaksvik,62.2266,-6.589,7.51,70,38,3.32,FO,1686522636
309,rengasdengklok,-6.1592,107.2981,26.07,82,11,2.21,ID,1686522637
310,monticello,45.3055,-93.7941,22.71,32,0,3.6,US,1686522637
311,toshloq,40.4772,71.7678,26.69,38,100,3.09,UZ,1686522637
312,berezovyy,51.6667,135.7,19.37,56,6,1.95,RU,1686522637
313,macclenny,30.2822,-82.1221,31.9,83,91,4.76,US,1686522543
314,bengkulu,-3.8004,102.2655,23.32,91,13,1.5,ID,1686522637
315,mont-dore,-22.2833,166.5833,21.67,99,15,3.5,NC,1686522638
316,mabaruma,8.2,-59.7833,24.68,92,9,1.45,GY,1686522638
317,sitka,57.0531,-135.33,11.94,82,100,4.63,US,1686522638
318,kansanshi,-12.0951,26.4273,14.9,54,5,0.84,ZM,1686522638
319,isangel,-19.55,169.2667,24.06,73,40,2.06,VU,1686522638
320,kirakira,-10.4544,161.9205,28.18,79,64,6.65,SB,1686522638
321,el calafate,-50.3408,-72.2768,1.22,67,0,5.41,AR,1686522639
322,el dorado,38.7666,-120.5177,21.98,81,99,0.89,US,1686522639
323,sandnessjoen,66.0217,12.6316,13.29,94,100,3.13,NO,1686522639
324,kasempa,-13.4584,25.8338,15.19,51,2,1.91,ZM,1686522639
325,mossel bay,-34.1831,22.146,13.96,58,100,4.28,ZA,1686522639
326,tazovsky,67.4667,78.7,6.54,94,93,2.95,RU,1686522639
327,greymouth,-42.4667,171.2,11.75,74,68,2.53,NZ,1686522639
328,pangoa,-12.1167,-73.0,21.79,94,52,0.72,PE,1686522639
329,eldorado at santa fe,35.5264,-105.9347,26.83,27,20,9.77,US,1686522640
330,malvan,16.0667,73.4667,29.39,77,64,8.93,IN,1686522640
331,vorkuta,67.5,64.0,-0.07,82,100,8.12,RU,1686522640
332,zhelezinka,53.54,75.3072,15.61,59,37,3.38,KZ,1686522640
333,krasnyy kholm,58.0607,37.1203,6.41,69,57,0.57,RU,1686522640
334,karaidel',55.8337,56.9069,3.93,77,88,1.49,RU,1686522640
335,grand-bassam,5.2118,-3.7388,26.98,86,87,3.79,CI,1686522640
336,yamada,39.4667,141.95,17.93,100,100,1.06,JP,1686522641
337,la jolla,32.8473,-117.2742,19.73,81,100,4.12,US,1686522586
338,angaur state,6.906,134.13,28.75,76,67,5.62,PW,1686522641
339,longyearbyen,78.2186,15.6401,2.91,81,75,3.09,SJ,1686522641
340,manado,1.487,124.8455,24.43,94,20,0.51,ID,1686522641
341,miri,4.4148,114.0089,26.08,89,20,1.54,MY,1686522641
342,balcarce,-37.8462,-58.2552,1.57,79,0,3.16,AR,1686522641
343,cestos city,5.46,-9.5828,25.88,87,98,6.86,LR,1686522641
344,bakchar,57.0186,82.0711,12.1,68,10,3.88,RU,1686522642
345,nema,57.5067,50.5011,3.7,79,3,2.07,RU,1686522642
346,tocopilla,-22.092,-70.1979,15.84,85,53,4.8,CL,1686522642
347,pierre,44.3683,-100.351,23.51,40,20,1.79,US,1686522553
348,minzhu,43.7286,127.3447,14.26,93,100,0.88,CN,1686522642
349,saint-philippe,-21.3585,55.7679,20.77,90,75,3.09,RE,1686522642
350,belmonte,-15.8631,-38.8828,23.72,82,0,2.57,BR,1686522576
351,boulsa,12.6675,-0.5758,29.71,54,63,6.33,BF,1686522643
352,kirando,-7.4167,30.6,24.97,61,45,2.13,TZ,1686522643
353,gelemso,8.8167,40.5167,18.39,64,100,2.96,ET,1686522643
354,mount gambier,-37.8333,140.7667,10.6,74,60,3.5,AU,1686522643
355,lianran,24.9227,102.485,15.3,89,100,0.32,CN,1686522643
356,gizo,-8.103,156.8419,28.34,74,16,1.88,SB,1686522643
357,sakaiminato,35.55,133.2333,20.99,94,75,1.03,JP,1686522355
358,palikir - national government center,6.9248,158.1611,29.41,79,100,5.14,FM,1686522644
359,kinablangan,7.6947,126.5503,26.76,82,31,0.98,PH,1686522644
360,barra de santo antonio,-9.4047,-35.5072,25.6,94,4,1.04,BR,1686522644
361,kapuskasing,49.4169,-82.4331,12.05,54,75,4.12,CA,1686522644
362,newberry,34.2746,-81.6187,23.9,98,100,2.63,US,1686522644
363,hami,42.8,93.45,30.15,15,0,3.3,CN,1686522644
364,al kharijah,25.4514,30.5464,28.54,26,0,2.91,EG,1686522644
365,dehui,44.5333,125.7,16.89,74,44,2.91,CN,1686522645
366,leh,34.1667,77.5833,9.77,54,51,2.13,IN,1686522645
367,dalianwan,39.0286,121.695,18.02,82,5,2.0,CN,1686522645
368,mangrol,21.1167,70.1167,28.61,70,99,11.91,IN,1686522645
369,queenstown,-31.8976,26.8753,9.23,32,23,3.19,ZA,1686521986
370,amesbury,42.8584,-70.9301,26.3,59,83,2.32,US,1686522646
371,kertih,4.5141,103.4483,24.01,100,92,0.0,MY,1686522646
372,taltal,-25.4,-70.4833,15.28,83,60,4.65,CL,1686522620
373,pyapon,16.2833,95.6833,26.65,85,100,3.65,MM,1686522646
374,gambela,8.25,34.5833,21.58,98,100,1.54,ET,1686522646
375,bermeo,43.4209,-2.7215,21.11,86,100,0.73,ES,1686522647
376,live oak,36.9836,-121.9805,27.27,77,75,5.14,US,1686522647
377,la sarre,48.8002,-79.1996,18.74,56,82,1.34,CA,1686522647
378,dunedin,-45.8742,170.5036,9.89,67,5,1.24,NZ,1686522628
379,princeville,45.7668,-61.2985,15.92,82,100,5.14,CA,1686522647
380,amboasary,-25.0333,46.3833,18.4,93,9,1.37,MG,1686522647
381,terrace,54.5163,-128.6035,25.12,29,75,2.06,CA,1686522647
382,oranjemund,-28.55,16.4333,14.65,80,63,7.59,NA,1686522648
383,ciudad lazaro cardenas,17.9583,-102.2,30.62,55,1,4.8,MX,1686522393
384,uturoa,-16.7333,-151.4333,26.9,64,47,6.8,PF,1686522648
385,changling,44.2653,124.0005,14.99,88,87,2.87,CN,1686522648
386,merizo village,13.2658,144.6691,29.43,83,100,9.06,GU,1686522648
387,songea,-10.6833,35.65,17.64,77,0,0.0,TZ,1686522648
388,cabedelo,-6.9811,-34.8339,24.37,95,67,2.21,BR,1686522648
389,naliya,23.2667,68.8333,28.82,66,75,5.97,IN,1686522648
390,conceicao da barra,-18.5933,-39.7322,24.45,79,100,4.01,BR,1686522649
391,oodweyne,9.4092,45.064,23.8,61,100,5.72,SO,1686522649
392,ailuk,10.2197,169.9797,27.82,82,56,7.49,MH,1686522649
393,vernon,50.2581,-119.2691,27.94,46,64,1.03,CA,1686522607
394,bich'vinta,43.1592,40.3378,19.1,75,44,1.26,GE,1686522649
395,namibe,-15.1961,12.1522,18.46,81,30,7.65,AO,1686522649
396,tebingtinggi,3.3285,99.1625,23.64,95,80,1.25,ID,1686522650
397,chorbane,35.2858,10.3858,23.93,60,2,1.46,TN,1686522650
398,salahonda,2.1019,-78.7217,27.95,77,100,3.78,CO,1686522650
399,zaragoza,41.6561,-0.8773,20.57,72,20,3.13,ES,1686522471
400,santa elena de uairen,4.6167,-61.1333,21.49,87,38,2.45,VE,1686522650
401,itaueira,-7.6033,-43.0256,28.18,39,68,2.4,BR,1686522650
402,choyr,46.3611,108.3611,16.25,50,10,1.18,MN,1686522650
403,gokwe,-18.2048,28.9349,15.06,45,8,1.0,ZW,1686522650
404,severo-yeniseyskiy,60.3725,93.0408,7.4,63,22,1.5,RU,1686522650
405,galveston,29.3669,-94.9669,35.61,68,0,7.2,US,1686522566
406,okotoks,50.7289,-113.9828,22.07,67,100,4.61,CA,1686522232
407,macapa,0.0389,-51.0664,27.99,83,75,3.09,BR,1686522652
408,newman,37.3138,-121.0208,31.19,28,14,0.89,US,1686522652
409,beaufort west,-32.3567,22.583,9.95,60,59,6.74,ZA,1686522652
410,douentza,14.9951,-2.9517,31.19,44,53,2.56,ML,1686522652
411,quibdo,5.6947,-76.6611,33.19,58,20,1.54,CO,1686522652
412,galliano,29.4422,-90.2992,33.0,58,0,5.14,US,1686522653
413,calvinia,-31.4707,19.776,8.29,93,74,4.01,ZA,1686522653
414,abasolo,20.45,-101.5167,36.82,6,3,2.21,MX,1686522090
415,puerto leguizamo,-0.1934,-74.7819,24.49,97,62,0.85,CO,1686522653
416,baijiantan,45.6333,85.1833,22.96,51,100,13.79,CN,1686522653
417,urangan,-25.3,152.9,18.93,81,1,2.81,AU,1686522653
418,rehoboth,-23.3167,17.0833,10.88,39,0,3.45,NA,1686522653
419,sinabang,2.4803,96.3801,25.97,86,94,0.71,ID,1686522654
420,hadibu,12.65,54.0333,28.49,76,99,8.73,YE,1686522654
421,kariba,-16.5167,28.8,17.75,48,0,2.31,ZW,1686522654
422,port mathurin,-19.6833,63.4167,25.09,67,6,7.93,MU,1686522654
423,kuanda,56.3161,116.0806,22.05,59,64,1.32,RU,1686522654
424,lautoka,-17.6167,177.4667,24.92,73,75,4.12,FJ,1686522484
425,nyandoma,61.669,40.1991,5.44,81,51,2.17,RU,1686522654
426,saint-francois,46.4154,3.9054,17.69,88,0,1.03,FR,1686522655
427,zaio,34.9428,-2.7329,23.99,50,6,1.22,MA,1686522655
428,lodwar,3.1191,35.5973,25.56,67,95,7.14,KE,1686522655
429,namdrik,5.5994,168.1028,28.43,79,100,7.86,MH,1686522655
430,severobaykal'sk,55.65,109.3167,15.28,81,100,2.84,RU,1686522655
431,darya khan,31.7912,71.1039,34.49,32,0,0.41,PK,1686522655
432,nellore,14.4333,79.9667,31.02,54,81,4.21,IN,1686522550
433,al kharj,24.155,47.3346,35.32,12,45,3.07,SA,1686522656
434,la grande,45.3246,-118.0877,26.12,52,72,3.6,US,1686522656
435,khovd,48.0056,91.6419,20.35,44,3,1.7,MN,1686522656
436,kuvandyk,51.4781,57.3552,15.55,90,97,6.71,RU,1686522656
437,dumingag,8.1692,123.3506,25.39,95,98,1.67,PH,1686522656
438,vozhega,60.4725,40.2213,5.36,77,16,1.95,RU,1686522656
439,clovis,36.8252,-119.7029,29.53,42,75,2.06,US,1686522060
440,weno,7.4515,151.8468,29.97,79,75,1.54,FM,1686522657
441,hudiksvall,61.729,17.1036,12.19,41,32,2.47,SE,1686522657
442,wainwright,52.839,-110.8572,27.71,40,9,3.86,CA,1686522657
443,coron,11.9986,120.2043,27.78,83,100,4.2,PH,1686522657
444,berdychiv,49.8993,28.6024,7.95,97,100,5.04,UA,1686522657
445,quellon,-43.1167,-73.6167,8.14,81,20,4.12,CL,1686522657
446,bonthe,7.5264,-12.505,25.54,87,100,2.78,SL,1686522657
447,zeya,53.75,127.2667,23.8,51,20,1.63,RU,1686522658
448,priozersk,61.0393,30.1291,6.16,88,54,3.56,RU,1686522658
449,oamaru,-45.0784,170.9801,10.01,68,27,1.41,NZ,1686522658
450,geraldton,-28.7667,114.6,11.23,87,100,3.09,AU,1686522658
451,gao,16.6362,1.637,31.98,38,20,3.74,ML,1686522658
452,petropavlovsk-kamchatsky,53.0452,158.6483,15.33,48,0,2.0,RU,1686522658
453,nizhniy odes,63.6445,54.856,3.53,75,100,3.11,RU,1686522658
454,malvik,63.4333,10.6833,12.5,82,0,2.06,NO,1686522658
455,cockburn town,21.4612,-71.1419,28.12,85,5,6.55,TC,1686522659
456,chililabombwe,-12.3648,27.8229,14.65,60,20,2.25,ZM,1686522659
457,san patricio,28.017,-97.5169,38.98,44,0,9.58,US,1686522659
458,slupca,52.2873,17.8719,15.57,82,0,3.51,PL,1686522659
459,zorritos,-3.6805,-80.6782,29.16,79,46,5.77,PE,1686522659
460,samfya,-11.3649,29.5565,16.25,61,3,2.18,ZM,1686522659
461,tsiombe,-25.3,45.4833,16.81,86,3,1.74,MG,1686522659
462,touros,-5.1989,-35.4608,26.89,79,4,7.68,BR,1686522659
463,axim,4.8699,-2.2405,24.3,82,100,2.62,GH,1686522659
464,mar del plata,-38.0023,-57.5575,6.16,67,0,2.57,AR,1686522604
465,flin flon,54.7682,-101.865,26.91,34,0,6.17,CA,1686522660
466,ishigaki,24.3448,124.1572,26.07,94,75,1.03,JP,1686522660
467,grand falls-windsor,48.9332,-55.6649,11.39,90,100,1.34,CA,1686522660
468,kapustin yar,48.5831,45.7372,20.27,65,100,3.46,RU,1686522660
469,son tay,21.1378,105.505,27.96,81,100,1.4,VN,1686522660
470,puerto la cruz,10.2167,-64.6167,26.91,83,99,9.23,VE,1686522660
471,debre werk',10.6667,38.1667,13.9,74,100,1.02,ET,1686522660
472,logan,41.7355,-111.8344,27.3,47,0,1.79,US,1686522345
473,santanyi,39.3546,3.1291,24.23,84,1,1.59,ES,1686522661
474,kyren,51.6828,102.1408,14.84,97,100,1.77,RU,1686522661
475,maumere,-8.6199,122.2111,25.02,75,62,2.07,ID,1686522661
476,kingscliff,-28.2667,153.5667,15.96,88,56,1.03,AU,1686522661
477,holualoa,19.6228,-155.9522,25.91,85,40,4.12,US,1686522403
478,okahandja,-21.9833,16.9167,11.29,50,0,3.0,NA,1686522661
479,kruisfontein,-34.0033,24.7314,12.32,61,100,3.54,ZA,1686522662
480,coracora,-15.0333,-73.7833,10.19,36,11,1.51,PE,1686522662
481,fairmount,43.0473,-76.2385,26.97,50,75,3.09,US,1686522662
482,jindabyne,-36.4167,148.6333,7.55,53,100,1.45,AU,1686522662
483,forster,-32.1667,152.5167,9.65,100,94,1.47,AU,1686522662
484,paracuru,-3.41,-39.0306,27.28,80,2,4.99,BR,1686522446
485,arles,43.6768,4.6303,20.89,88,98,1.54,FR,1686522662
486,sydney,-33.8679,151.2073,10.22,89,75,4.63,AU,1686522538
487,limassol,34.675,33.0333,22.04,83,0,3.6,CY,1686522663
488,haverfordwest,51.8017,-4.9691,17.77,95,27,2.22,GB,1686522539
489,uttaradit,17.6667,100.5,22.18,98,60,0.62,TH,1686522663
490,mahina,-17.5065,-149.489,27.87,65,75,1.54,PF,1686522663
491,soe,-9.8607,124.284,17.83,84,98,2.23,ID,1686522663
492,abdulino,53.7,53.6667,10.88,49,100,6.52,RU,1686522663
493,parkes,-33.1333,148.1833,10.2,74,98,2.0,AU,1686522663
494,saipan,15.1355,145.701,28.69,100,40,5.66,MP,1686522362
495,lugovoy,42.9472,72.7644,18.75,50,100,1.22,KZ,1686522664
496,quarai,-30.3875,-56.4514,6.61,56,0,3.77,BR,1686522664
497,champerico,14.3,-91.9167,33.3,71,90,3.14,GT,1686522664
498,delesti,46.7,27.55,12.87,95,98,6.09,RO,1686522664
499,lodja,-3.4833,23.4333,23.19,68,95,0.47,CD,1686522664
500,manggar,-2.8833,108.2667,27.93,80,89,5.98,ID,1686522664
501,es castell,39.8795,4.2854,21.38,94,0,2.06,ES,1686522664
502,firuzabad,28.8438,52.5707,25.6,23,0,2.6,IR,1686522664
503,wynyard,-41.0,145.7167,9.43,93,87,1.35,AU,1686522665
504,soderhamn,61.3037,17.0592,13.86,43,16,4.58,SE,1686522665
505,sechura,-5.5569,-80.8222,26.54,65,49,7.19,PE,1686522665
506,piacabucu,-10.4056,-36.4344,24.15,88,1,3.46,BR,1686522665
507,caluula,11.9661,50.7569,30.69,71,93,2.32,SO,1686522665
508,kuala belait,4.5833,114.1833,26.09,89,86,2.05,BN,1686522665
509,porto novo,6.4965,2.6036,26.9,82,100,1.97,BJ,1686522665
510,guarapari,-20.6667,-40.4975,24.94,90,22,3.8,BR,1686522665
511,lampasas,31.2168,-98.2336,37.94,39,0,3.09,US,1686522666
512,yonggwang-up,40.0183,127.4547,18.57,76,76,0.39,KP,1686522666
513,mundri,-6.9558,111.71,23.82,86,94,2.15,ID,1686522666
514,al fuwayliq,26.4432,43.2534,31.4,19,35,2.93,SA,1686522666
515,pinahat,26.8839,78.3781,33.49,34,12,1.71,IN,1686522666
516,xinyuan,37.3,99.0,4.05,76,1,1.18,CN,1686522666
517,komotini,41.1228,25.3964,18.44,72,64,1.89,GR,1686522666
518,pimentel,-6.8367,-79.9342,26.16,65,20,9.77,PE,1686522666
519,wanning,18.8003,110.3967,26.14,92,100,2.24,CN,1686522667
520,bohain-en-vermandois,49.9873,3.453,18.46,89,74,2.38,FR,1686522667
521,taroa,8.7058,171.2275,28.13,79,100,7.29,MH,1686522667
522,san andres,12.5847,-81.7006,28.01,89,20,1.03,CO,1686522667
523,carauari,-4.8828,-66.8958,24.08,95,87,0.53,BR,1686522667
524,colonia menno,-22.3667,-59.8167,11.32,84,100,6.61,PY,1686522667
525,castillos,-34.1667,-53.8333,6.89,76,23,3.82,UY,1686522667
526,kushiro,42.975,144.3747,14.53,100,75,1.54,JP,1686522667
527,el bolson,-41.9667,-71.5167,2.83,86,100,1.79,AR,1686522668
528,richfield,44.8833,-93.283,21.97,33,0,8.23,US,1686522668
529,sompeta,18.9333,84.6,31.6,52,55,2.72,IN,1686522668
530,boiro,42.65,-8.9,18.12,88,20,1.57,ES,1686522668
531,westport,41.1415,-73.3579,26.75,61,0,3.09,US,1686522600
532,kapit,2.0167,112.9333,23.24,100,100,0.67,MY,1686522589
533,girvan,55.2426,-4.8555,18.0,96,37,0.93,GB,1686522668
534,villa gesell,-37.2639,-56.973,3.36,53,2,5.2,AR,1686522668
535,canutama,-6.5339,-64.3831,25.48,88,90,0.2,BR,1686522669
536,kuraymah,18.55,31.85,34.11,20,32,2.1,SD,1686522669
537,kelso,46.1468,-122.9084,26.89,56,75,6.17,US,1686522669
538,gazojak,41.1875,61.4036,24.92,20,41,5.4,TM,1686522669
539,goundam,16.4145,-3.6708,27.81,63,80,11.29,ML,1686522669
540,ta`u,-14.2336,-169.5144,27.2,80,18,6.37,AS,1686522669
541,ocean city,39.2776,-74.5746,27.79,74,100,2.24,US,1686522604
542,salekhard,66.53,66.6019,3.75,78,100,4.78,RU,1686522670
543,moultonborough,43.7548,-71.3967,24.9,55,74,1.34,US,1686522670
544,banda aceh,5.5577,95.3222,26.9,80,100,5.55,ID,1686522670
545,bam,29.106,58.357,30.64,24,74,4.13,IR,1686522670
546,yuzhno-kurilsk,44.0306,145.8556,13.13,93,100,4.56,RU,1686522670
547,san pedro pochutla,15.7333,-96.4667,32.84,64,94,3.0,MX,1686522670
548,pico truncado,-46.7949,-67.9573,3.09,57,9,3.25,AR,1686522670
549,udachny,66.4167,112.4,1.36,92,58,7.53,RU,1686522671
550,tongliao,43.6125,122.2653,17.1,78,76,2.73,CN,1686522671
551,mananjary,-21.2167,48.3333,19.41,93,36,1.92,MG,1686522671
552,togur,58.3631,82.8265,13.13,55,52,5.8,RU,1686522671
553,chandler,33.3062,-111.8412,35.04,14,0,9.26,US,1686522417
554,uruzgan,32.8333,66.0,21.15,22,0,0.92,AF,1686522671
555,edson,53.5835,-116.4356,24.08,38,100,2.57,CA,1686522671
556,chibougamau,49.9168,-74.3659,21.79,43,20,2.06,CA,1686522671
557,billings,45.7833,-108.5007,24.29,55,75,7.72,US,1686522619
558,kampong thom,12.7111,104.8887,25.4,89,95,1.57,KH,1686522672
559,pembroke,45.8168,-77.1162,15.95,96,100,0.61,CA,1686522672
